player_name,micro_position_group
Caiuby,W
Markel Susaeta,W
Holger Badstuber,CB
Yoël Armougom,FB
Chris Löwe,FB
Oliver Sorg,FB
Mikel San José,CDM
Claudio Pizarro,ST
Florent Balmont,CM
Marvin Bakalorz,CDM
Georg Margreitter,CB
Bruno Saltor,FB
Iago Herrerín,GK
Kouadio-Yves Dabila,CB
Héctor Moreno,CB
Chicharito,ST
Nicolás Spolli,CB
Jonas Lössl,GK
Elias Kachunga,ST
Filip Djordjevic,ST
Ibrahima Traoré,W
Sam Vokes,ST
Moussa Sylla,W
Jakob Johansson,CDM
Duje Cop,ST
Santiago Cáseres,CDM
Jonathan Biabiany,W
Luca Antonelli,FB
Wayne Hennessey,GK
Mauro Goicoechea,GK
Bobby Wood,ST
Cenk Tosun,ST
Alexander Esswein,W
Mehdi Merghem,W
Adama Diakhaby,CM
Gabriel Mercado,CB
Emiliano Insúa,CB
Martín Mantovani,CB
Rene Krhin,CDM
Beram Kayal,CM
Antunes,FB
Arjen Robben,W
Ervin Zukanovic,CB
Esteban Granero,CM
Nacho Monreal,FB
Guessouma Fofana,CDM
Hernán Pérez,W
Fabian Lustenberger,CB
Cheick Timite,W
Beñat Etxebarria,CM
Malik Tchokounté,ST
Joe Hart,GK
Marc Muniesa,CB
Enrico Valentini,FB
Alessandro Matri,ST
Miguel Llambrich,FB
Esteban Rolón,CDM
Bassem Srarfi,W
Marouane Fellaini,CM
Sebastian Langkamp,CB
Khaled Adénon,CB
Nicolai Müller,CAM
Cheick Traoré,FB
Nabil El Zhar,W
Lee Peltier,FB
Marek Hamsik,CM
Marcelo Saracchi,FB
Sandro,CDM
Christian Rivera,CM
Emmanuel Imorou,FB
Kevin McDonald,CDM
Ádám Nagy,CDM
Francis Guerrero,FB
Gaëtan Bong,FB
Marco Andreolli,CB
Javi García,CDM
Fabio Ceravolo,ST
Seydou Doumbia,ST
Borja Fernández,CDM
Roberto Santamaría,GK
Adrián Diéguez,CB
Konstantinos Mitroglou,ST
Juninho Bacuna,CM
Miiko Albornoz,FB
Marcel Schmelzer,FB
Mario Mandzukic,ST
Ronny Rodelin,W
Guilherme Arana,FB
Kevin Mirallas,CAM
Florent Muslija,W
Asmir Begovic,GK
Jérôme Gondorf,CM
Miranda,CB
Julian Korb,FB
Victor Wanyama,CDM
Hendrik Weydandt,ST
Emmanuel Boateng,ST
Marvin Martin,CAM
Malcom,W
Andreas Beck,FB
Gorka Iraizoz,GK
Bobby Allain,GK
Timothy Fosu-Mensah,FB
Sergio García,ST
Jonathan de Guzmán,CM
Fabian Johnson,W
Mike Frantz,CDM
Martin Harnik,W
Andrew Surman,CM
Gustavo Cabral,CB
Yannis Salibur,W
Sean Morrison,CB
Salomon Kalou,W
Félix Eboa Eboa,CB
Aritz Aduriz,ST
Mathías Suárez,FB
Leo Suárez,W
Thiago Maia,CDM
Jimmy Durmaz,CM
Cédric Yambéré,CB
Enzo Crivelli,ST
Boschilia,CAM
Riccardo Meggiorini,ST
Luca Sangalli,CM
Jon Bautista,ST
Sol Bamba,CB
Alfie Mawson,CB
Antonino La Gumina,ST
Luca Valzania,CM
Robin Bormuth,CB
Jacob Rasmussen,CB
Lukas Mühl,CB
Massimo Gobbi,FB
Cheikh N'Doye,CM
Yacine Bammou,ST
Alexander Fuchs,CM
Danijel Subasic,GK
Mathieu Bodmer,CDM
Júnior Alonso,CB
Rolando,CB
Oier Olazábal,GK
Sung-yueng Ki,CDM
Sergi Palencia,FB
Lucas Evangelista,CM
Baptiste Guillaume,ST
Adam Zrelak,ST
Valter Birsa,CAM
Carlos Vigaray,FB
Umut Bozok,ST
Isaac Mbenza,W
Iván Ramis,CB
Wilfrid Kaptoum,CM
Aleksandar Jovanovic,GK
Juanpi,CAM
Christian Mathenia,GK
Álvaro Medrán,CM
Álex Granell,CDM
Lebogang Phiri,CM
Bostjan Cesar,CB
Michael Rensing,GK
Mirco Antenucci,ST
Emiliano Viviano,GK
Jon Gorenc Stankovic,CDM
Burgui,W
Axel Werner,GK
Florent Hadergjonaj,CM
Leonardo Capezzi,CM
Asier Riesgo,GK
Manuel Pasqual,FB
Adama Mbengue,FB
Patrick Roberts,W
Wallace,CB
Lorenzo Ariaudo,CB
Emanuele Giaccherini,CM
Emil Hallfredsson,CM
Laurent Ciman,CB
Abdul Rahman Baba,FB
Jordi Amat,CB
Domenico Maietta,CB
Luca Rigoni,CM
Borja Bastón,ST
Francesco Zampano,CM
Filipe Luís,FB
Stefano Sorrentino,GK
Virgil Misidjan,CM
Luciano Vietto,ST
Rémi Walter,CM
Jozabed Sánchez,CM
Álex Gallar,W
Oumar Niasse,ST
Ron-Robert Zieler,GK
Joshua Brenet,FB
Pierre-Yves Polomat,FB
Alex Pritchard,CAM
Luca Siligardi,W
Raman Chibsah,CM
Josh Murphy,W
Matías Silvestre,CB
Andrea Beghetto,FB
Pedro Rebocho,FB
Filip Helander,CB
Raffael,ST
Joe Ralls,CM
Jordon Ibe,W
Filippo Costa,FB
Rúben Semedo,CB
Diego Rolán,ST
José Pozo,CAM
Mousa Dembélé,CM
Dennis Aogo,FB
Emiliano Sala,ST
Oussama Haddadi,CB
Edgar Ié,CB
Jaroslav Plasil,CM
Emiliano Velázquez,CB
Tim Leibold,FB
Yuya Kubo,CAM
Naïm Sliti,W
Quincy Promes,W
Lucas Lima,FB
Michael Santos,ST
Robert Bauer,CB
Josip Elez,CB
Laurent Depoitre,ST
Ole Selnæs,CDM
Florin Andone,ST
Baissama Sankoh,CDM
Joe Bennett,FB
Fayçal Fajr,CM
Ismael Diomande,CDM
Robert Beric,ST
Simon Falette,CB
Prince Gouano,CB
Ja-cheol Koo,CM
Callum Paterson,ST
Antonio Di Gaudio,W
Juanfran Torres,FB
Ignazio Abate,FB
Diego Benaglio,GK
Luca Paganini,W
David Juncà,FB
Gen Shoji,CB
Dong-won Ji,ST
Nicolas Benezet,W
Marco Capuano,CB
Orestis Karnezis,GK
Ondrej Petrak,CDM
Ryan Babel,W
Édgar Barreto,CM
Cristiano Piccini,CB
Cyrus Christie,FB
Thomas Vermaelen,CB
Jordan Ikoko,FB
Oscar Hiljemark,CM
Vitor Hugo,CB
Rui Fonte,ST
Terence Kongolo,CB
Artur Boruc,GK
Benjamin Corgnet,CAM
Mikael Ishak,ST
José Izquierdo,W
Darijo Srna,FB
Ewerton,CB
Anthony Knockaert,W
Afriyie Acquah,CM
Pirmin Schwegler,CDM
Federico Palacios,CAM
Kara Mbodj,CB
Bruma,W
Raffaele Maiello,CDM
Anthony Limbombe,W
Christophe Kerbrat,CB
Luka Krajnc,CB
Aday Benítez,FB
Jesé,W
Kenneth Zohore,ST
Giannelli Imbula,CDM
Joel Campbell,ST
Alexandru Maxim,CAM
Hyun-jun Suk,ST
Charlie Austin,ST
Alejandro Gálvez,CB
Tito,FB
Kévin Malcuit,FB
Hervé Lybohy,CB
Maxime Poundjé,FB
Antonio Luna,FB
Faouzi Ghoulam,FB
Samuele Longo,ST
Nathaniel Méndez-Laing,W
Leandro Bacuna,CM
Kevin Wimmer,CB
Vincent Kompany,CB
François Moubandje,FB
Sebastian Kerk,CAM
Tommy Smith,FB
Pablo Chavarría,ST
Diego Falcinelli,ST
Marcus Bettinelli,GK
Phil Jones,CB
Takashi Usami,ST
Karl-Johan Johnsson,GK
Greg Cunningham,FB
Yeni Ngbakoto,W
Anthony Gonçalves,CM
Giancarlo González,CB
John Guidetti,ST
Nicolò Brighenti,CB
Benjamin Jeannot,ST
Lorenzo Crisetig,CDM
Rubén Pardo,CM
Keko Gontán,MID
Ben Hamer,GK
